datetime,Global_active_power
2007-01-01 00:00:00,2.5506333333333333
2007-01-01 01:00:00,2.5234
2007-01-01 02:00:00,2.582333333333333
2007-01-01 03:00:00,2.5416666666666665
2007-01-01 04:00:00,2.4757333333333333
2007-01-01 05:00:00,2.4762333333333335
2007-01-01 06:00:00,2.4558000000000004
2007-01-01 07:00:00,2.4472
2007-01-01 08:00:00,2.441733333333333
2007-01-01 09:00:00,3.1461333333333332
2007-01-01 10:00:00,2.6617333333333333
2007-01-01 11:00:00,2.576
2007-01-01 12:00:00,2.615866666666667
2007-01-01 13:00:00,2.1624
2007-01-01 14:00:00,1.2944
2007-01-01 15:00:00,1.9091666666666667
2007-01-01 16:00:00,1.3901000000000001
2007-01-01 17:00:00,1.6320666666666668
2007-01-01 18:00:00,1.4619
2007-01-01 19:00:00,0.7323000000000001
2007-01-01 20:00:00,0.4123
2007-01-01 21:00:00,0.43393333333333334
2007-01-01 22:00:00,0.4437333333333333
2007-01-01 23:00:00,0.4499666666666667
2007-01-02 00:00:00,0.44643333333333335
2007-01-02 01:00:00,0.43673333333333336
2007-01-02 02:00:00,0.43156666666666665
2007-01-02 03:00:00,0.46416666666666667
2007-01-02 04:00:00,1.0399666666666667
2007-01-02 05:00:00,0.7106
2007-01-02 06:00:00,0.4469666666666667
2007-01-02 07:00:00,0.4125666666666667
2007-01-02 08:00:00,0.45439999999999997
2007-01-02 09:00:00,0.41763333333333336
2007-01-02 10:00:00,0.4459
2007-01-02 11:00:00,0.4327666666666667
2007-01-02 12:00:00,0.42596666666666666
2007-01-02 13:00:00,0.45899999999999996
2007-01-02 14:00:00,0.43843333333333334
2007-01-02 15:00:00,1.4381
2007-01-02 16:00:00,1.4590666666666665
2007-01-02 17:00:00,2.1362
2007-01-02 18:00:00,1.9720666666666666
2007-01-02 19:00:00,1.5183
2007-01-02 20:00:00,2.5735333333333332
2007-01-02 21:00:00,1.3214333333333335
2007-01-02 22:00:00,0.5282333333333333
2007-01-02 23:00:00,0.7439
2007-01-03 00:00:00,1.1254333333333333
2007-01-03 01:00:00,0.9007000000000001
2007-01-03 02:00:00,0.30483333333333335
2007-01-03 03:00:00,0.33330000000000004
2007-01-03 04:00:00,0.29883333333333334
2007-01-03 05:00:00,0.9516333333333333
2007-01-03 06:00:00,0.3343333333333333
2007-01-03 07:00:00,0.3017
2007-01-03 08:00:00,0.3196
2007-01-03 09:00:00,0.6024999999999999
2007-01-03 10:00:00,0.8742333333333333
2007-01-03 11:00:00,0.9763999999999999
2007-01-03 12:00:00,1.3977666666666666
2007-01-03 13:00:00,1.4199333333333333
2007-01-03 14:00:00,1.0903666666666667
2007-01-03 15:00:00,0.302
2007-01-03 16:00:00,0.36766666666666664
2007-01-03 17:00:00,0.28513333333333335
2007-01-03 18:00:00,0.3612
2007-01-03 19:00:00,0.289
2007-01-03 20:00:00,0.32626666666666665
2007-01-03 21:00:00,1.1154333333333333
2007-01-03 22:00:00,0.9540333333333333
2007-01-03 23:00:00,1.6686
2007-01-04 00:00:00,3.3750666666666667
2007-01-04 01:00:00,2.896733333333333
2007-01-04 02:00:00,2.3873333333333333
2007-01-04 03:00:00,2.3620333333333337
2007-01-04 04:00:00,2.370033333333333
2007-01-04 05:00:00,2.3451999999999997
2007-01-04 06:00:00,2.3587333333333333
2007-01-04 07:00:00,2.3262333333333336
2007-01-04 08:00:00,2.4038
2007-01-04 09:00:00,2.6670666666666665
2007-01-04 10:00:00,1.8980333333333335
2007-01-04 11:00:00,2.006333333333333
2007-01-04 12:00:00,4.066566666666667
2007-01-04 13:00:00,3.5450666666666666
2007-01-04 14:00:00,2.0132
2007-01-04 15:00:00,0.8793000000000001
2007-01-04 16:00:00,3.2898
2007-01-04 17:00:00,2.7413000000000003
2007-01-04 18:00:00,2.6055
2007-01-04 19:00:00,2.8540666666666668
2007-01-04 20:00:00,1.4985333333333335
2007-01-04 21:00:00,0.4788
2007-01-04 22:00:00,0.4196666666666667
2007-01-04 23:00:00,0.5351333333333332
2007-01-05 00:00:00,1.9680333333333333
2007-01-05 01:00:00,2.3868333333333336
2007-01-05 02:00:00,2.3947333333333334
2007-01-05 03:00:00,2.4157
2007-01-05 04:00:00,2.3970333333333333
2007-01-05 05:00:00,2.407366666666667
2007-01-05 06:00:00,2.3678000000000003
2007-01-05 07:00:00,2.3515333333333337
2007-01-05 08:00:00,2.316933333333333
2007-01-05 09:00:00,2.3642
2007-01-05 10:00:00,2.6560333333333332
2007-01-05 11:00:00,0.35583333333333333
2007-01-05 12:00:00,0.3544
2007-01-05 13:00:00,0.34176666666666666
2007-01-05 14:00:00,0.37733333333333335
2007-01-05 15:00:00,0.4778333333333334
2007-01-05 16:00:00,0.8364999999999999
2007-01-05 17:00:00,2.240733333333333
2007-01-05 18:00:00,2.3996
2007-01-05 19:00:00,2.0389
2007-01-05 20:00:00,2.9757000000000002
2007-01-05 21:00:00,2.6744
2007-01-05 22:00:00,2.3847
2007-01-05 23:00:00,1.7388333333333332
2007-01-06 00:00:00,1.4930666666666668
2007-01-06 01:00:00,0.43346666666666667
2007-01-06 02:00:00,0.3333333333333333
2007-01-06 03:00:00,0.3128666666666666
2007-01-06 04:00:00,0.30356666666666665
2007-01-06 05:00:00,0.33526666666666666
2007-01-06 06:00:00,0.29873333333333335
2007-01-06 07:00:00,0.33699999999999997
2007-01-06 08:00:00,0.2954
2007-01-06 09:00:00,0.6231333333333333
2007-01-06 10:00:00,1.5255666666666667
2007-01-06 11:00:00,2.5922
2007-01-06 12:00:00,4.002933333333333
2007-01-06 13:00:00,1.8904333333333334
2007-01-06 14:00:00,1.6995666666666667
2007-01-06 15:00:00,1.1487
2007-01-06 16:00:00,0.8812666666666666
2007-01-06 17:00:00,0.8989666666666667
2007-01-06 18:00:00,0.8555333333333334
2007-01-06 19:00:00,1.8340333333333334
2007-01-06 20:00:00,1.0151333333333334
2007-01-06 21:00:00,1.0125333333333333
2007-01-06 22:00:00,0.5116666666666666
2007-01-06 23:00:00,0.5052666666666666
2007-01-07 00:00:00,0.9032
2007-01-07 01:00:00,0.29643333333333327
2007-01-07 02:00:00,0.35240000000000005
2007-01-07 03:00:00,0.2986666666666667
2007-01-07 04:00:00,0.35586666666666666
2007-01-07 05:00:00,0.28536666666666666
2007-01-07 06:00:00,0.3383
2007-01-07 07:00:00,0.3127333333333333
2007-01-07 08:00:00,0.3100333333333333
2007-01-07 09:00:00,0.37560000000000004
2007-01-07 10:00:00,1.0414333333333332
2007-01-07 11:00:00,1.0684333333333333
2007-01-07 12:00:00,0.5515666666666666
2007-01-07 13:00:00,3.331933333333333
